timestamp_utc,relative_path,size_bytes,time_count,lat_count,lon_count
2026-07-07T20:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/188/NLDAS_FORA0125_H.A20260707.2000.020.nc,1975120,1,224,464
2026-07-07T21:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/188/NLDAS_FORA0125_H.A20260707.2100.020.nc,1983333,1,224,464
2026-07-07T22:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/188/NLDAS_FORA0125_H.A20260707.2200.020.nc,1998301,1,224,464
2026-07-07T23:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/188/NLDAS_FORA0125_H.A20260707.2300.020.nc,2000086,1,224,464
2026-07-08T00:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0000.020.nc,1995441,1,224,464
2026-07-08T01:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0100.020.nc,1969465,1,224,464
2026-07-08T02:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0200.020.nc,1891048,1,224,464
2026-07-08T03:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0300.020.nc,1808385,1,224,464
2026-07-08T04:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0400.020.nc,1763053,1,224,464
2026-07-08T05:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0500.020.nc,1747775,1,224,464
2026-07-08T06:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0600.020.nc,1730308,1,224,464
2026-07-08T07:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0700.020.nc,1722459,1,224,464
2026-07-08T08:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0800.020.nc,1721786,1,224,464
2026-07-08T09:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.0900.020.nc,1720763,1,224,464
2026-07-08T10:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1000.020.nc,1766024,1,224,464
2026-07-08T11:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1100.020.nc,1826621,1,224,464
2026-07-08T12:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1200.020.nc,1883368,1,224,464
2026-07-08T13:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1300.020.nc,1951227,1,224,464
2026-07-08T14:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1400.020.nc,1946671,1,224,464
2026-07-08T15:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1500.020.nc,1944683,1,224,464
2026-07-08T16:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1600.020.nc,1945560,1,224,464
2026-07-08T17:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1700.020.nc,1950781,1,224,464
2026-07-08T18:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1800.020.nc,1958898,1,224,464
2026-07-08T19:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.1900.020.nc,1973757,1,224,464
2026-07-08T20:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.2000.020.nc,1984431,1,224,464
2026-07-08T21:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.2100.020.nc,1996258,1,224,464
2026-07-08T22:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.2200.020.nc,2006241,1,224,464
2026-07-08T23:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/189/NLDAS_FORA0125_H.A20260708.2300.020.nc,2006629,1,224,464
2026-07-09T00:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0000.020.nc,1998443,1,224,464
2026-07-09T01:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0100.020.nc,1972431,1,224,464
2026-07-09T02:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0200.020.nc,1899770,1,224,464
2026-07-09T03:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0300.020.nc,1827502,1,224,464
2026-07-09T04:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0400.020.nc,1792846,1,224,464
2026-07-09T05:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0500.020.nc,1780303,1,224,464
2026-07-09T06:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0600.020.nc,1764157,1,224,464
2026-07-09T07:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0700.020.nc,1754785,1,224,464
2026-07-09T08:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0800.020.nc,1754676,1,224,464
2026-07-09T09:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.0900.020.nc,1754194,1,224,464
2026-07-09T10:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1000.020.nc,1799124,1,224,464
2026-07-09T11:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1100.020.nc,1856004,1,224,464
2026-07-09T12:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1200.020.nc,1907976,1,224,464
2026-07-09T13:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1300.020.nc,1961576,1,224,464
2026-07-09T14:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1400.020.nc,1957821,1,224,464
2026-07-09T15:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1500.020.nc,1953238,1,224,464
2026-07-09T16:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1600.020.nc,1939025,1,224,464
2026-07-09T17:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1700.020.nc,1939124,1,224,464
2026-07-09T18:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1800.020.nc,1953011,1,224,464
2026-07-09T19:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.1900.020.nc,1972304,1,224,464
2026-07-09T20:00:00,data/raw/nldas/NLDAS_FORA0125_H.2.0/2026/190/NLDAS_FORA0125_H.A20260709.2000.020.nc,1984111,1,224,464
