lake,date,air_temp_c,specific_humidity,surface_pressure_pa,wind_speed_ms,shortwave_wm2,longwave_wm2,cape_jkg,precip_kg_m2,hours
Greenwood Lake,2020-07-23,25.892083740234398,0.01666461272786061,98594.56087239583,3.9499044763300835,233.1093451579412,416.00290934244794,1097.442715326945,2.529200006276369,24
Greenwood Lake,2020-07-24,24.987915293375675,0.015210346047145626,98801.46126302083,2.3961848346001786,288.2239720026652,385.4237429300944,626.0506973266602,1.4621999934315681,24
Greenwood Lake,2020-07-25,24.546665445963566,0.014672550178753832,98835.79817708333,2.9064149598818836,310.73118273417157,373.59499104817706,490.85068861643475,0.0,24
Greenwood Lake,2020-07-26,25.662082926432316,0.015453825277897218,98577.4638671875,4.472798922928496,311.60430618127185,380.42624537150067,194.98667542139688,0.0,24
Greenwood Lake,2020-07-27,25.526666259765648,0.015311795907715956,98063.56412760417,4.663014651494597,312.00126671791077,373.5679105122884,371.7253468222916,0.0,24
Greenwood Lake,2020-07-31,23.599582926432316,0.013724400157419344,98052.73111979167,2.409265570480379,232.9075079957644,389.8816553751628,186.28267764734724,11.041199471335858,24
Greenwood Lake,2020-08-01,24.035000101725284,0.013301379318969945,98266.158203125,1.764622112008052,304.27943334976834,377.77749252319336,65.92800281445186,0.0,24
Greenwood Lake,2020-08-02,23.740416463216167,0.015750346006825566,98323.77799479167,4.193565519224914,172.7950104524692,407.1649932861328,704.6320319448909,5.8951997347176075,24
Greenwood Lake,2020-08-03,24.807912445068382,0.014769991937403878,98409.14485677083,4.651387303606497,307.0986786807577,378.90123748779297,499.38402074140805,0.0819999961531721,24
Greenwood Lake,2020-08-04,22.86291656494143,0.015255966883463165,98241.06087239583,5.221090241144532,123.47929795583089,408.37540435791016,383.43734605113667,77.60199899971485,24
Greenwood Lake,2020-08-05,21.360832468668644,0.012414666824042797,98467.5654296875,3.895345053621694,308.1017208099365,358.1899922688802,53.05866891145706,4.830399990081787,24
Greenwood Lake,2020-08-06,21.11750946044924,0.010770262684673071,98838.349609375,2.8294892776041043,287.0636807382107,354.3066571553548,1.0720000465710957,0.0,24
Greenwood Lake,2020-08-07,19.895003255208355,0.011012587579898536,99006.2900390625,3.3806747605055225,164.5143003463745,374.2066599527995,22.370667695999146,1.3967999544693157,24
Greenwood Lake,2020-08-08,21.075832621256534,0.013172050200713178,99066.51204427083,2.5512765709986085,211.652050336202,380.7770767211914,601.0160343647003,1.6271999180316925,24
Greenwood Lake,2020-08-09,23.279168701171898,0.014467750171509882,98906.58854166667,3.3491400057788447,277.60446707407635,374.38749440511066,753.1627044677734,0.0,24
Greenwood Lake,2020-08-10,25.256250000000023,0.01557042938657105,98663.43001302083,3.598784217137338,292.74884668986004,390.4966557820638,1036.7360649108887,0.0,24
Greenwood Lake,2020-08-11,25.982508595784527,0.016866370919160545,98432.62532552083,4.327136339711524,269.6959279378255,398.384573618571,1506.2880732218425,0.0,24
Greenwood Lake,2020-08-12,26.44999974568687,0.017049600292618077,98572.11555989583,2.9623531994198484,262.9536368052165,419.509573618571,1288.368064880371,0.18879999220371246,24
Greenwood Lake,2020-08-13,25.38499730428062,0.015420454166208705,98842.98600260417,2.237291870713464,252.49384625752768,389.2883237202962,981.5440470377604,0.0,24
Greenwood Lake,2020-09-05,18.200002288818382,0.00819745430878053,98932.35221354167,3.687661109310692,262.1993908882141,310.61415990193683,0.0,0.0,24
Greenwood Lake,2020-09-06,18.292086537679058,0.008720804296899587,99108.02376302083,3.310200099975273,227.92255210876465,337.0274912516276,24.11200068394343,0.0,24
Greenwood Lake,2020-09-07,19.528745269775413,0.011179566810217997,98831.43359375,4.449404193222288,247.2253049214681,340.6358273824056,11.050667161742846,0.0,24
Greenwood Lake,2020-09-08,20.88458658854169,0.012006650135541955,99009.48111979167,2.7540489445445977,249.06397199630737,349.7887446085612,6.840000397836168,0.0,24
Greenwood Lake,2020-09-09,21.411668395996116,0.012092462740838528,99448.0576171875,2.4835101817483016,229.048761844635,351.35207748413086,22.69600138068199,0.0,24
Greenwood Lake,2020-09-10,20.29374974568687,0.013771171021896103,99429.86100260417,1.7457697234118326,90.19925431410472,394.0879096984863,35.418667839840055,17.60679970390629,24
Greenwood Lake,2020-09-11,20.689993794759136,0.012844000166902939,99095.95572916667,2.966792388997322,196.91455189387003,377.9116579691569,9.304000417391459,0.5227999687194824,24
Greenwood Lake,2020-10-16,13.752500152587913,0.009372283413540572,98580.18815104167,3.95886458606839,48.685128251711525,355.4016596476237,3.672000148333609,12.645999661181122,24
Greenwood Lake,2020-10-17,9.098331705729189,0.00522117920142288,99215.33528645833,3.7750613279719825,182.51542361577353,284.99791145324707,0.0,0.8615999817848206,24
Greenwood Lake,2020-10-18,9.530411020914736,0.004352745852277924,99860.22688802083,3.4242146078150077,164.41500786940256,266.6183261871338,0.04000000158945719,0.0,24
Greenwood Lake,2020-10-19,11.814167277018251,0.00787732507645463,99542.30436197917,3.5077105917856866,94.94592128197353,322.53624598185223,11.013333934048811,1.083600014448166,24
Greenwood Lake,2020-10-20,15.829578653971376,0.010205212708873054,99247.84733072917,3.2060061487273868,96.83904572327931,367.4087397257487,13.176000595092773,0.0,24
Greenwood Lake,2020-10-21,16.788747406005882,0.010687416846243044,99336.69368489583,3.9249323182434215,146.71304742495218,337.8279088338216,134.9093395868937,0.0015999999595806003,24
Greenwood Lake,2020-10-22,18.186245218912784,0.011220520983139673,99278.2890625,2.846470608843951,146.22613007823625,344.24915822347003,115.70133868853252,0.0,24
Greenwood Lake,2024-10-15,5.91541442871096,0.004195158360137914,97981.87890625,4.737451397624773,114.1026672522227,279.89833386739093,14.032500267028809,0.0,24
Greenwood Lake,2024-10-16,7.037503814697288,0.004329887480707839,98363.51236979167,5.106975409710185,135.87087353070578,291.88583246866864,1.9900000095367432,0.0,24
Greenwood Lake,2024-10-17,7.3883326212565335,0.004202879150398076,99164.80045572917,3.0382110249842698,181.99966851870218,260.39292017618817,0.0,0.0,24
Greenwood Lake,2024-10-18,8.974165852864607,0.004336279128134872,99662.4501953125,3.3252099352035622,177.64449723561606,257.85333188374835,0.0,0.0,24
Greenwood Lake,2024-10-19,11.414164479573591,0.004798079190853362,100098.87076822917,1.602591775175133,175.70612331231436,266.62875111897785,0.0,0.0,24
Greenwood Lake,2024-10-20,12.377083079020204,0.005467624985612929,99565.68294270833,3.2395765380318355,174.76650150616965,267.3895829518636,0.0,0.0,24
Greenwood Lake,2024-10-21,14.69333674112958,0.006035633326973766,99119.6328125,3.557655836843462,152.55725103616714,303.39166768391925,0.0,0.0,24
Greenwood Lake,2024-10-24,15.366248067220075,0.007516429216290514,98260.49934895833,4.614540773900454,161.97366778055826,309.50458399454754,4.809999942779541,0.051900001242756844,24
Greenwood Lake,2024-10-25,8.69583663940432,0.004732579186869164,98779.27473958333,3.3402618927804855,164.28845882415771,256.05249977111816,0.0,0.0,24
Greenwood Lake,2024-10-26,10.901249186197939,0.004715691660142814,98706.79557291667,5.451362788647741,141.8923308054606,304.25166447957355,3.6725000540415444,0.0,24
Greenwood Lake,2024-10-27,6.950836435953799,0.003125558355047057,99546.35481770833,3.598523740245082,163.54608503977457,239.4729175567627,0.0,0.0,24
Greenwood Lake,2024-10-28,7.855418141682965,0.0034995250074037663,99750.845703125,2.544315081465748,146.54583231608072,280.757085164388,0.0,0.0,24
Greenwood Lake,2024-10-29,9.57541681925458,0.006243187390888731,99936.25846354167,4.259733709546695,103.597709496816,314.33291244506836,14.780416828890642,0.00139999995008111,24
Greenwood Lake,2024-10-30,15.270415242513044,0.008838575022915999,99528.67513020833,3.7725227161345543,146.80029392242432,336.3908348083496,1.6666666666666667,0.0,24
Lake Hopatcong,2015-06-03,13.592075602213564,0.00871558339955906,98886.33463541667,2.970729946868517,291.4793887535731,328.1295738220215,0.0,1.0672000050544739,24
Lake Hopatcong,2015-06-04,12.864162699381533,0.008304237543294827,99019.15690104167,3.4201826595608598,159.8562591870626,326.75165939331055,0.0,0.0,24
Lake Hopatcong,2015-06-05,14.127498881022158,0.009543641742008427,98646.04361979167,1.6914513548994812,123.19075612227122,373.9699846903483,0.056000002970298134,1.9377999641001225,24
Lake Hopatcong,2015-06-06,18.51708501180015,0.01141295419074595,98073.05533854167,3.0241476004127623,256.0545113484065,370.9254086812337,347.69868008295697,3.425199947319925,24
Lake Hopatcong,2015-06-07,16.049166615804058,0.008729821012821048,98722.353515625,3.528681376686119,270.86359548568726,316.2058270772298,4.784000237782796,0.0,24
Lake Hopatcong,2015-06-08,18.386254882812523,0.011777200115223726,98223.78873697917,6.233866644391839,261.8473455111186,354.35291290283203,288.43734765052795,3.398799803107977,24
